NTD ID,Legacy NTD ID,Agency,Mode/Type of Service Status,Reporter Type,UACE CD,UZA Name,Mode,TOS,3 Mode,Date,UPT,VOMS,VRH,VRM,Agency Mode TOS Date,State,FTA Region
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Jan-21,"1,114,032",408,"135,850","4,017,047",90003_HR_DO_Active_Full Reporter_78904_2021-01-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Feb-21,"1,185,642",408,"127,707","3,768,495",90003_HR_DO_Active_Full Reporter_78904_2021-02-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Mar-21,"1,482,805",408,"143,047","4,257,334",90003_HR_DO_Active_Full Reporter_78904_2021-03-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Apr-21,"1,597,612",436,"133,553","4,012,163",90003_HR_DO_Active_Full Reporter_78904_2021-04-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,May-21,"1,779,074",436,"132,090","3,945,232",90003_HR_DO_Active_Full Reporter_78904_2021-05-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Jun-21,"2,127,746",496,"140,442","4,221,415",90003_HR_DO_Active_Full Reporter_78904_2021-06-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Jul-21,"2,391,835",496,"143,831","4,361,935",90003_HR_DO_Active_Full Reporter_78904_2021-07-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Aug-21,"2,643,220",566,"219,713","7,054,058",90003_HR_DO_Active_Full Reporter_78904_2021-08-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Sep-21,"2,921,077",566,"213,772","6,857,986",90003_HR_DO_Active_Full Reporter_78904_2021-09-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Oct-21,"3,057,821",566,"213,948","6,841,157",90003_HR_DO_Active_Full Reporter_78904_2021-10-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Nov-21,"2,971,042",566,"207,805","6,674,112",90003_HR_DO_Active_Full Reporter_78904_2021-11-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",HR,DO,Rail,Dec-21,"2,834,892",532,"203,081","6,404,484",90003_HR_DO_Active_Full Reporter_78904_2021-12-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Jan-21,"4,800",2,"1,444","16,339",90003_MG_PT_Active_Full Reporter_78904_2021-01-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Feb-21,"5,598",2,"1,376","15,524",90003_MG_PT_Active_Full Reporter_78904_2021-02-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Mar-21,"8,720",2,"1,560","18,913",90003_MG_PT_Active_Full Reporter_78904_2021-03-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Apr-21,"12,272",2,"1,512","18,209",90003_MG_PT_Active_Full Reporter_78904_2021-04-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,May-21,"17,833",2,"1,541","18,982",90003_MG_PT_Active_Full Reporter_78904_2021-05-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Jun-21,"22,457",2,"1,511","19,318",90003_MG_PT_Active_Full Reporter_78904_2021-06-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Jul-21,"27,802",2,"1,562","19,228",90003_MG_PT_Active_Full Reporter_78904_2021-07-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Aug-21,"29,051",2,"1,678","21,517",90003_MG_PT_Active_Full Reporter_78904_2021-08-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Sep-21,"33,215",2,"1,618","20,573",90003_MG_PT_Active_Full Reporter_78904_2021-09-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Oct-21,"33,121",2,"1,681","21,996",90003_MG_PT_Active_Full Reporter_78904_2021-10-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Nov-21,"35,054",2,"1,637","24,191",90003_MG_PT_Active_Full Reporter_78904_2021-11-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",MG,PT,Rail,Dec-21,"30,193",2,"1,695","23,417",90003_MG_PT_Active_Full Reporter_78904_2021-12-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Jan-21,"39,284",14,"3,180","80,258",90003_YR_DO_Active_Full Reporter_78904_2021-01-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Feb-21,"43,604",12,"2,620","63,101",90003_YR_DO_Active_Full Reporter_78904_2021-02-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Mar-21,"53,711",14,"3,470","89,012",90003_YR_DO_Active_Full Reporter_78904_2021-03-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Apr-21,"57,355",14,"3,472","89,960",90003_YR_DO_Active_Full Reporter_78904_2021-04-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,May-21,"59,852",14,"3,050","76,400",90003_YR_DO_Active_Full Reporter_78904_2021-05-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Jun-21,"68,549",14,"2,812","78,783",90003_YR_DO_Active_Full Reporter_78904_2021-06-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Jul-21,"71,058",10,"2,996","85,630",90003_YR_DO_Active_Full Reporter_78904_2021-07-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Aug-21,"78,904",10,"3,450","88,358",90003_YR_DO_Active_Full Reporter_78904_2021-08-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Sep-21,"89,528",12,"3,318","86,006",90003_YR_DO_Active_Full Reporter_78904_2021-09-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Oct-21,"88,674",12,"3,622","92,844",90003_YR_DO_Active_Full Reporter_78904_2021-10-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Nov-21,"88,337",10,"3,242","84,436",90003_YR_DO_Active_Full Reporter_78904_2021-11-01,CA,9
90003,9003,San Francisco Bay Area Rapid Transit District,Active,Full Reporter,78904,"San Francisco--Oakland, CA",YR,DO,Rail,Dec-21,"84,019",10,"3,503","91,538",90003_YR_DO_Active_Full Reporter_78904_2021-12-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Jan-21,"5,141",29,"3,261","40,253",90004_DR_DO_Active_Full Reporter_04681_2021-01-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Feb-21,"5,606",28,"3,437","44,276",90004_DR_DO_Active_Full Reporter_04681_2021-02-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Mar-21,"6,960",29,"4,157","53,715",90004_DR_DO_Active_Full Reporter_04681_2021-03-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Apr-21,"7,589",29,"4,252","57,002",90004_DR_DO_Active_Full Reporter_04681_2021-04-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,May-21,"8,886",30,"4,767","69,092",90004_DR_DO_Active_Full Reporter_04681_2021-05-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Jun-21,"9,889",30,"5,248","78,696",90004_DR_DO_Active_Full Reporter_04681_2021-06-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Jul-21,"10,826",30,"5,195","81,297",90004_DR_DO_Active_Full Reporter_04681_2021-07-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Aug-21,"8,516",29,"4,723","69,104",90004_DR_DO_Active_Full Reporter_04681_2021-08-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Sep-21,"8,455",30,"4,619","68,075",90004_DR_DO_Active_Full Reporter_04681_2021-09-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Oct-21,"8,405",30,"4,669","68,025",90004_DR_DO_Active_Full Reporter_04681_2021-10-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Nov-21,"8,660",30,"4,610","67,665",90004_DR_DO_Active_Full Reporter_04681_2021-11-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",DR,DO,Bus,Dec-21,"8,471",30,"4,684","67,046",90004_DR_DO_Active_Full Reporter_04681_2021-12-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Jan-21,"219,648",52,"18,368","234,238",90004_MB_DO_Active_Full Reporter_04681_2021-01-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Feb-21,"203,507",52,"16,923","215,948",90004_MB_DO_Active_Full Reporter_04681_2021-02-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Mar-21,"224,165",52,"18,828","240,105",90004_MB_DO_Active_Full Reporter_04681_2021-03-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Apr-21,"245,089",61,"19,578","246,721",90004_MB_DO_Active_Full Reporter_04681_2021-04-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,May-21,"240,988",61,"19,963","251,717",90004_MB_DO_Active_Full Reporter_04681_2021-05-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Jun-21,"243,349",61,"18,072","246,060",90004_MB_DO_Active_Full Reporter_04681_2021-06-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Jul-21,"237,204",61,"20,571","251,070",90004_MB_DO_Active_Full Reporter_04681_2021-07-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Aug-21,"259,979",61,"21,558","253,029",90004_MB_DO_Active_Full Reporter_04681_2021-08-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Sep-21,"358,250",61,"19,979","246,173",90004_MB_DO_Active_Full Reporter_04681_2021-09-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Oct-21,"275,360",61,"21,403","262,866",90004_MB_DO_Active_Full Reporter_04681_2021-10-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Nov-21,"240,412",61,"20,064","249,282",90004_MB_DO_Active_Full Reporter_04681_2021-11-01,CA,9
90004,9004,Golden Empire Transit District,Active,Full Reporter,04681,"Bakersfield, CA",MB,DO,Bus,Dec-21,"224,809",61,"20,945","255,795",90004_MB_DO_Active_Full Reporter_04681_2021-12-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Jan-21,"2,775",4,995,"26,823",90006_CB_DO_Active_Full Reporter_79336_2021-01-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Feb-21,"2,937",5,907,"24,457",90006_CB_DO_Active_Full Reporter_79336_2021-02-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Mar-21,"3,826",6,"1,039","28,175",90006_CB_DO_Active_Full Reporter_79336_2021-03-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Apr-21,"4,909",7,"1,054","28,934",90006_CB_DO_Active_Full Reporter_79336_2021-04-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,May-21,"5,711",7,"1,098","30,289",90006_CB_DO_Active_Full Reporter_79336_2021-05-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Jun-21,"6,787",4,"1,075","29,589",90006_CB_DO_Active_Full Reporter_79336_2021-06-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Jul-21,"8,054",3,"1,166","32,331",90006_CB_DO_Active_Full Reporter_79336_2021-07-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Aug-21,"8,266",3,"1,164","32,321",90006_CB_DO_Active_Full Reporter_79336_2021-08-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Sep-21,"7,893",5,"1,128","31,351",90006_CB_DO_Active_Full Reporter_79336_2021-09-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Oct-21,"9,311",3,"1,140","31,627",90006_CB_DO_Active_Full Reporter_79336_2021-10-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Nov-21,"10,872",5,"1,135","31,496",90006_CB_DO_Active_Full Reporter_79336_2021-11-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",CB,DO,Bus,Dec-21,"8,134",5,"1,106","31,862",90006_CB_DO_Active_Full Reporter_79336_2021-12-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Jan-21,"2,474",26,"1,727","15,600",90006_DR_DO_Active_Full Reporter_79336_2021-01-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Feb-21,"2,869",26,"1,841","17,811",90006_DR_DO_Active_Full Reporter_79336_2021-02-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Mar-21,"3,428",26,"2,437","21,688",90006_DR_DO_Active_Full Reporter_79336_2021-03-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Apr-21,"3,774",26,"2,594","23,451",90006_DR_DO_Active_Full Reporter_79336_2021-04-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,May-21,"3,996",26,"2,496","24,143",90006_DR_DO_Active_Full Reporter_79336_2021-05-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Jun-21,"4,282",26,"2,452","28,521",90006_DR_DO_Active_Full Reporter_79336_2021-06-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Jul-21,"4,702",29,"2,413","27,700",90006_DR_DO_Active_Full Reporter_79336_2021-07-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Aug-21,"5,229",29,"2,671","31,261",90006_DR_DO_Active_Full Reporter_79336_2021-08-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Sep-21,"5,178",29,"2,466","30,133",90006_DR_DO_Active_Full Reporter_79336_2021-09-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Oct-21,"5,252",29,"2,708","31,282",90006_DR_DO_Active_Full Reporter_79336_2021-10-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Nov-21,"5,530",29,"2,761","31,587",90006_DR_DO_Active_Full Reporter_79336_2021-11-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",DR,DO,Bus,Dec-21,"4,980",29,"2,676","28,599",90006_DR_DO_Active_Full Reporter_79336_2021-12-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Jan-21,"57,465",38,"11,707","146,786",90006_MB_DO_Active_Full Reporter_79336_2021-01-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Feb-21,"64,472",39,"11,321","142,021",90006_MB_DO_Active_Full Reporter_79336_2021-02-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Mar-21,"77,563",38,"11,619","162,343",90006_MB_DO_Active_Full Reporter_79336_2021-03-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Apr-21,"91,863",40,"11,231","160,253",90006_MB_DO_Active_Full Reporter_79336_2021-04-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,May-21,"95,136",38,"11,017","157,775",90006_MB_DO_Active_Full Reporter_79336_2021-05-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Jun-21,"99,396",40,"12,154","171,336",90006_MB_DO_Active_Full Reporter_79336_2021-06-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Jul-21,"106,763",40,"12,546","175,777",90006_MB_DO_Active_Full Reporter_79336_2021-07-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Aug-21,"121,648",42,"12,918","181,782",90006_MB_DO_Active_Full Reporter_79336_2021-08-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Sep-21,"219,870",51,"13,310","180,171",90006_MB_DO_Active_Full Reporter_79336_2021-09-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Oct-21,"307,517",51,"14,779","193,785",90006_MB_DO_Active_Full Reporter_79336_2021-10-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Nov-21,"248,206",51,"13,941","182,927",90006_MB_DO_Active_Full Reporter_79336_2021-11-01,CA,9
90006,9006,Santa Cruz Metropolitan Transit District,Active,Full Reporter,79336,"Santa Cruz, CA",MB,DO,Bus,Dec-21,"143,677",50,"13,988","184,869",90006_MB_DO_Active_Full Reporter_79336_2021-12-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,PT,Bus,Jan-21,"3,557",18,"1,564","20,541",90007_DR_PT_Inactive_Full Reporter_58006_2021-01-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,PT,Bus,Feb-21,"3,746",18,"1,625","21,339",90007_DR_PT_Inactive_Full Reporter_58006_2021-02-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,PT,Bus,Mar-21,"4,675",18,"1,987","26,513",90007_DR_PT_Inactive_Full Reporter_58006_2021-03-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,PT,Bus,Apr-21,"4,926",18,"1,994","27,407",90007_DR_PT_Inactive_Full Reporter_58006_2021-04-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,PT,Bus,May-21,"4,988",18,"1,948","26,595",90007_DR_PT_Inactive_Full Reporter_58006_2021-05-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,PT,Bus,Jun-21,"5,427",18,"2,095","28,423",90007_DR_PT_Inactive_Full Reporter_58006_2021-06-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,TX,Bus,Jan-21,0,0,0,0,90007_DR_TX_Inactive_Full Reporter_58006_2021-01-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,TX,Bus,Feb-21,9,5,3,38,90007_DR_TX_Inactive_Full Reporter_58006_2021-02-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,TX,Bus,Mar-21,0,0,0,0,90007_DR_TX_Inactive_Full Reporter_58006_2021-03-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,TX,Bus,Apr-21,0,0,0,0,90007_DR_TX_Inactive_Full Reporter_58006_2021-04-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,TX,Bus,May-21,2,1,1,4,90007_DR_TX_Inactive_Full Reporter_58006_2021-05-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",DR,TX,Bus,Jun-21,0,0,0,0,90007_DR_TX_Inactive_Full Reporter_58006_2021-06-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",MB,PT,Bus,Jan-21,"69,334",49,"12,461","143,419",90007_MB_PT_Inactive_Full Reporter_58006_2021-01-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",MB,PT,Bus,Feb-21,"71,045",49,"13,640","154,877",90007_MB_PT_Inactive_Full Reporter_58006_2021-02-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",MB,PT,Bus,Mar-21,"88,915",49,"17,911","203,145",90007_MB_PT_Inactive_Full Reporter_58006_2021-03-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",MB,PT,Bus,Apr-21,"93,869",49,"16,499","186,027",90007_MB_PT_Inactive_Full Reporter_58006_2021-04-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",MB,PT,Bus,May-21,"86,868",49,"16,450","185,712",90007_MB_PT_Inactive_Full Reporter_58006_2021-05-01,CA,9
90007,9007,City of Modesto ,Inactive,Full Reporter,58006,"Modesto, CA",MB,PT,Bus,Jun-21,"92,422",49,"17,125","195,392",90007_MB_PT_Inactive_Full Reporter_58006_2021-06-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Jan-21,88,1,83,335,90008_DR_PT_Inactive_Full Reporter_51445_2021-01-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Feb-21,111,1,93,432,90008_DR_PT_Inactive_Full Reporter_51445_2021-02-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Mar-21,106,1,93,440,90008_DR_PT_Inactive_Full Reporter_51445_2021-03-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Apr-21,114,1,100,437,90008_DR_PT_Inactive_Full Reporter_51445_2021-04-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,May-21,107,1,85,407,90008_DR_PT_Inactive_Full Reporter_51445_2021-05-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Jun-21,212,1,148,846,90008_DR_PT_Inactive_Full Reporter_51445_2021-06-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Jul-21,231,1,152,851,90008_DR_PT_Inactive_Full Reporter_51445_2021-07-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Aug-21,253,1,169,970,90008_DR_PT_Inactive_Full Reporter_51445_2021-08-01,CA,9
90008,9008,City of Santa Monica,Inactive,Full Reporter,51445,"Los Angeles--Long Beach--Anaheim, CA",DR,PT,Bus,Sep-21,232,1,159,893,90008_DR_PT_Inactive_Full Reporter_51445_2021-09-01,CA,9
